ID,Text
843,"Machine learning early prediction of respiratory syncytial virus in pediatric hospitalized patients Respiratory syncytial virus (RSV) causes millions of infections among children in the US each year and can cause severe disease or death. Infections that are not promptly detected can cause outbreaks that put other hospitalized patients at risk. No tools besides diagnostic testing are available to rapidly and reliably predict RSV infections among hospitalized patients. We conducted a retrospective study from pediatric electronic health record (EHR) data and built a machine learning model to predict whether a patient will test positive to RSV by nucleic acid amplification test during their stay. Our model demonstrated excellent discrimination with an area under the receiver-operating curve of 0.919, a sensitivity of 0.802, and specificity of 0.876. Our model can help clinicians identify patients who may have RSV infections rapidly and cost-effectively. Successfully integrating this model into routine pediatric inpatient care may assist efforts in patient care and infection control. (Tso C.F.; Lam C.; Calvert J.; Mao Q., mqq@outlook.com) Dascena, Inc., Houston, TX, United States. , (Mao Q., mqq@outlook.com) Montera Inc, San Francisco, CA, United States."
844,"Relationship between respiratory syncytial virus subtype and clinical severity in bronchiolitis Background: Respiratory syncytial virus (RSV) is the most frequently implicated agent in bronchiolitis. The virus presents two antigenic subtypes (A and B). The results of studies on the relationship between viral subtype and clinical severity are conflicting. Purpose: To evaluate whether the subtype of this virus constitutes an independent variable in the severity of clinical expression of RSV infection. Patients and methods: We prospectively studied previously healthy children aged less than 2 years admitted for RSV infection during an epidemic season. Clinical presentation and evolution, laboratory and radiological aspects were compared in subsets of children infected with RSV subtype A or B. Clinical severity parameters included score and duration of respiratory distress, oxygen requirements, admission to the intensive care unit, mechanical ventilation and length of hospital stay. Results: Eighty-five patients were enrolled in the study (50 boys and 35 girls; mean age 4.8  4,3 months). Fifty-nine chil dren were infected with RSV subtype A. No differences were found in age, sex or antecedents but children with subtype B were less likely to have been breast-fed. Clinical presentation and laboratory and radiological findings were similar in both groups. No statistically significant differences in clinical severity parameters were found between subsets A and B. Age less than 3 months was associated with greater duration of respiratory distress and longer hospital stay. Conclusion: The results do not support the hypothesis that subtype A infection is associated with more severe respiratory syncytial virus disease. (Neves Barreira J.L.; Fonseca C.; Cardoso M.J.; Azevedo A.; Bonito Vitor A.) Departamento de Pediatria, Hospital de San Joao, Alameda Prof. Hernani Monteiro, 4202-451 Oporto, Portugal."
845,"Respiratory syncytial virus immunoprophylaxis in high-risk infants with heart disease Aim: Passive immunisation with palivizumab is recommended in many countries for children with haemodynamically significant cardiac disease. We trialled respiratory syncytial virus (RSV) immunoprophylaxis in such infants during 2008-2009. Methods: We identified all RSV admissions between 2005-2009 and examined all patients with significant cardiac disease who received palivizumab in 2008-2009. Results: Infants with symptomatic cardiac disease had a more complicated course of RSV bronchiolitis with longer hospital stay, more frequent intensive care admission, longer intensive care stay and were more likely to receive respiratory support (all P < 0.05). One hundred seventeen infants with symptomatic cardiac disease received palivizumab. Of these, two (1.7%) required admission for RSV bronchiolitis. Overall, there was a reduction in admission of infants with symptomatic cardiac disease with RSV bronchiolitis in 2008-2009 (2% per year) compared with 2005-2007 (5-9% per year; P < 0.03). The number of patients with symptomatic cardiac disease who required intensive care for RSV bronchiolitis in the same period was unchanged, as a number presented to our service with RSV infection prior to commencing immunoprophylaxis or having had their cardiac diagnosis made in other centres. Conclusions: Compared with other infants, those with haemodynamically significant cardiac disease have a more complicated course of illness with RSV bronchiolitis. In these infants, palivizumab reduced the number of hospitalisations because of RSV. Cohorting patients for maximal palivizumab use reduced overall cost. To significantly impact on intensive care admissions overall, immunoprophylaxis should be considered at a regional level.  2011 Paediatrics and Child Health Division (Royal Australasian College of Physicians). (Alexander P.M.A., peta.alexander@rch.org.au; Eastaugh L.; Penny D.J.) Department of Cardiology, Royal Children's Hospital, Flemington Road, Parkville, VIC 3052, Australia. , (Daley A.J.) Department of Microbiology, Australia. , (Royle J.) RCH Immunisation Service, Department of General Medicine, Australia. , (Shekerdemian L.S.) Paediatric Intensive Care Unit, Royal Children's Hospital, Melbourne, VIC, Australia. , (Shekerdemian L.S.) Pediatric Critical Care, Texas Children's Hospital, Baylor College of Medicine, 6621 Fannin Street, WT6-006, Houston, TX 77030, United States. , (Penny D.J.) Texas Children's Hospital, Baylor College of Medicine, MC 19345-C, 6621 Fannin, Houston, TX 77030, United States."
846,"Clinical research progress of human respiratory syncytial virus vaccine Human respiratory syncytial virus (HRSV) is one of the main pathogen causing severe acute lower respiratory tract infections in infants and the elderly, with high incidence rate and mortality worldwide. Vaccine is one of the important measure to prevent infection, transmission and severe disease of HRSV, but currently there is no officially approved preventive vaccine for prevention of HRSV in the world. This paper reviews and analyzes the current research and development progress of HRSV vaccine, summarizes the design routes of different types of HRSV preventive vaccines, and discusses the difficulties and challenges in vaccine research and development, in order to provide reference for the research and development of HRSV vaccine and the development of clinical trials. (Jiang M.Y.; Xu Y.S.; Feng L.Z.) School of Population Medicine and Public Health, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China. , (Xu S.T.) National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Beijing, China."
847,"Natural infection of infants with respiratory syncytial virus subgroups A and B: A study of frequency, disease severity, and viral load Heterogeneity in respiratory syncytial virus (RSV) disease severity likely is due to a combination of host and viral factors. Infection with RSV subgroup A is thought to produce more severe disease than RSV-B. Higher RSV loads correlate with greater disease severity in hospitalized infants. Whether subgroup-specific variations in disease severity result from differences in RSV load has not been studied. A total of 102 RSV-hospitalized infants <2 y of age were studied. Nasal washes were collected in a standardized manner and were cultured in <3 h in parallel with an RSV quantitative standard in a HEp-2 plaque assay. RSV-A (72%) was more frequent than RSV-B. Disease severity risk factors were similar between subgroups. RSV loads were similar between A and B subgroups (4.77 versus 4.68 log PFU/mL). Measures of disease severity were also similar between subgroups. (DeVincenzo J.P., Jdevincenzo@utmem.edu) Department of Pediatrics, University of Tennessee, LeBonheur Children's Medical Center, Memphis, TN 38103, United States. , (DeVincenzo J.P., Jdevincenzo@utmem.edu) CFRC, LBCMC, 50 North Dunlap Street, Memphis, TN 38103, United States."
848,"New drugs and treatment for respiratory syncytial virus The respiratory syncytial virus (RSV) is a global health problem affecting infants and the elderly and claiming more lives than AIDS in many parts of the world. Only two antibody drugs are approved for its prevention, and ribavarin, a relatively nonspecific antiviral, is used for treatment. In the mid-1990s, a number of pharmaceutical and biotech companies initiated research programs against RSV. Together, the academic and the industrial R&D covered the whole spectrum of antibodies, vaccines, synthetic small molecule antiviral and antisense technology, and at one point, accounted for at least 25 active R&D programs. However, coincident to the marketing of the monoclonal antibody palivizumab (Synagis) in 1998, a sharp decline in such projects ensued. Many companies recently cancelled RSV projects during a prioritisation of their R&D portfolios although the continuing medical need, large market size and sales projections clearly indicate that a safe and effective RSV drug or vaccine is likely to attain blockbuster status. Today RSV receives an insignificant fraction of the R&D budget compared with AIDS, for example. This article reviews the present status of the anti-RSV regimen, covers drugs in the market and in development, and attempts to link basic research to industrial drug development, animal models of RSV, clinical trials, current clinical management, and present and future market projections. It is hoped that the unmet medical need of the victims of RSV will encourage continued involvement of the pharmaceutical and biotechnology industry in developing safe and effective prevention and treatments for RSV. Copyright  2004 John Wiley & Sons, Ltd. (Maggon K.) Pharma Biotech R and D Advisor, ICC-20 Route de Pre Bois, PO Box 1887, 1215 Geneva 15, Switzerland. , (Barik S., sbarik@jaguar1.usouthal.edu) Dept. of Biochem. and Molec. Biology, University of South Alabama, College of Medicine, 307 University Boulevard, Mobile, AL 36688-0002, United States."
849,"Respiratory syncytial virus infections from 1994 to 1999 Respiratory syncytial virus (RSV) is a common cause of acute respiratory infections in infants and young children. The most severe clinical manifestations (in the form of bronchiolitis) are reported in children aged up to 6 months. At the Virology Department, Croatian National Institute of Public Health, nasopharyngeal secretions obtained from 1,232 patients hospitalized in two Zagreb hospitals for acute respiratory infections were tested. The virus was detected by isolating it in a cell culture and/or by detecting it with monoclonal antibodies in the direct immunofluorescence assay. Most often, the virus demonstrated was RSV (43.8%; 540/1232). Other respiratory viruses (adeno, parainfluenza, influenza) were shown considerably less commonly (5.1%). Viral infection could not be demonstrated in 629 (51.1%) patients. RSV was demonstrated to be the most common cause of bronchiolitis (60.77%; 251/413). It was also proven to be the most common causative agent of infections in children aged 0-6 months (55.6%; 300/540). Bronchiolitis (63%; 190/300) and, less commonly, pneumonia (9.7%; 29/300) were the diagnoses linked with RSV in this age group. RSV was demonstrated in 21% (63/300) of the children diagnosed with upper respiratory tract infection. We showed the presence of the majority of RSV infections in the winter months, i.e. between November and March. (Drazenovic V.; Mlinaric-Galinovic G.; Barisin A.; Simi R.; Berberovic B.; Berberovic E.) Hrvatski Zavod za Javno Zdravstvo, Viroloski Odjel, Zagreb, Croatia. , (Lukic-Grlic A., amarela.lukic-grlic@zg.htnet.hr; Hresic-Krsulovic V.) Klinika za Djecje Bolesti Zagreb, Zagreb, Croatia. , (Bace A.) Klin. Infektivne Bolesti Dr. F. M., . , (Lukic-Grlic A., amarela.lukic-grlic@zg.htnet.hr) Klinika za Djecje Bolesti Zagreb, Klaiceva 16, 10000 Zagreb, Croatia."
850,"Estimated Cardiorespiratory Hospitalizations Attributable to Influenza and Respiratory Syncytial Virus among Long-term Care Facility Residents Importance: Older adults residing in long-term care facilities (LTCFs) are at a high risk of being infected with respiratory viruses, such as influenza and respiratory syncytial virus (RSV). Although these infections commonly have many cardiorespiratory sequelae, the national burden of influenza- and RSV-attributable cardiorespiratory events remains unknown for the multimorbid and vulnerable LTCF population. Objective: To estimate the incidence of cardiorespiratory hospitalizations that were attributable to influenza and RSV among LTCF residents and to quantify the economic burden of these hospitalizations on the US health care system by estimating their associated cost and length of stay. Design, Setting, and Participants: This retrospective cohort study used national Medicare Provider Analysis and Review inpatient claims and Minimum Data Set clinical assessments for 6 respiratory seasons (2011-2017). Long-stay residents of LTCFs were identified as those living in the facility for at least 100 days (index date), aged 65 years or older, and with 6 months of continuous enrollment in Medicare Part A were included. Follow-up occurred from the resident's index date until the first hospitalization, discharge from the LTCF, disenrollment from Medicare, death, or the end of the study. Residents could re-enter the sample; thus, long-stay episodes of care were identified. Data analysis was performed between January 1 and September 30, 2020. Exposures: Seasonal circulating pandemic 2009 influenza A(H1N1), human influenza A(H3N2), influenza B, and RSV. Main Outcomes and Measures: Cardiorespiratory hospitalizations (eg, asthma exacerbation, heart failure) were identified using primary diagnosis codes. Influenza- and RSV-attributable cardiorespiratory events were estimated using a negative binomial regression model adjusted for weekly circulating influenza and RSV testing data. Length of stay and costs of influenza- and RSV-attributable events were then estimated. Results: The study population comprised 2909106 LTCF residents with 3138962 long-stay episodes and 5079872 person-years of follow-up. Overall, 10939 (95% CI, 9413-12 464) influenza- and RSV-attributable cardiorespiratory events occurred, with an incidence of 215 (95% CI, 185-245) events per 100000 person-years. The cost of influenza- and RSV-attributable cardiorespiratory events was $91055393 (95% CI, $77885316-$104225470), and the length of stay was 56858 (95% CI, 48757-64 968) days. Conclusions and Relevance: This study found that many cardiorespiratory hospitalizations among LTCF residents in the US were attributable to seasonal influenza and RSV. To minimize the burden these events place on the health care system and residents of LTCFs and to prevent virus transmission, additional preventive measures should be implemented.. (Bosco E., elliott_bosco@brown.edu; McConeghy K.W.; Silva J.; Moyo P.; Gravenstein S.; Zullo A.R.) Department of Health Services, Policy, and Practice, Brown University, School of Public Health, 121 S Main St, PO Box G-S121-3, Providence, RI, United States. , (Bosco E., elliott_bosco@brown.edu; Silva J.; Moyo P.; Eliot M.N.; Gravenstein S.; Zullo A.R.) Center for Gerontology and Healthcare Research, School of Public Health, Brown University, School of Public Health, Providence, RI, United States. , (Van Aalst R.; Chit A.) Modeling Epidemiology, and Data Science, Sanofi Pasteur, Swiftwater, PA, United States. , (Van Aalst R.) Department of Health Sciences, University of Groningen, University Medical Center Groningen, Groningen, Netherlands. , (McConeghy K.W.; Gravenstein S.; Zullo A.R.) Center of Innovation in Long-term Services and Supports, Providence Veterans Affairs Medical Center, Providence, RI, United States. , (Eliot M.N.; Zullo A.R.) Department of Epidemiology, Brown University, School of Public Health, Providence, RI, United States. , (Chit A.) Leslie Dan School of Pharmacy, University of Toronto, Toronto, ON, Canada. , (Gravenstein S.) Department of Medicine, Warren Alpert Medical School, Brown University, Providence, RI, United States."
851,"Hospitalization for respiratory syncytial virus bronchiolitis and disease severity in twins Background: Respiratory syncytial virus (RSV) is a common cause of lower respiratory tract disease and hospitalization in infants and young children. Infants of multiple births, who are often premature, might be more susceptible to developing a more severe RSV infection than singletons. objective: To assess the impact of multiple births on the severity of RSV infection and define risk factors for acquiring RSV infection in infants of multiple birth. Methods: Clinical data on infants hospitalized with RSV infection between 2008 and 2010 were retrospectively collected. results: Twins comprised 7.6% (66/875) of hospitalized infants with RSV bronchiolitis during the study period. Infants in the twin group were younger (122.4  131.7 vs. 204.5  278.8 days, P = 0.014), had a lower mean gestational age (35.3  2.6 vs. 38.6  2.5 weeks, P < 0.001), and were more likely to have been born prematurely compared with singleton infants (65.6% vs. 13%, P < 0.001). On a multivariable logistic regression analysis, young age, early gestational age and male gender were the only variables identified as risk factors for pediatric intensive care unit admission (P < 0.001, P < 0.001 and P = 0.03, respectively). In contrast, the mere fact of a child being a twin was not found to be a significant risk factor for disease severity. In addition, if one twin is hospitalized due to RSV infection, the other has a 34% chance of also being hospitalized with bronchiolitis. Young age was a significant risk factor for hospitalization of the second twin (P < 0.001). conclusions: Our findings suggest that twins hospitalized with RSV bronchiolitis do not have an increased risk for severe infection as compared to singletons. However, a twin of an infant hospitalized with RSV infection has a considerable risk of also being hospitalized with bronchiolitis, thus close monitoring is recommended. (Dotan M., miridotan@gmail.com; Livni G.; Yarden-Bilavsky H.) Departments of Pediatrics A, Schneider Children's Medical Center of Israel, Israel. , (Ashkenazi-Hoffnung L., kontsy@gmail.com; Amir J.; Bilavsky E.) Departments of Pediatrics C, Schneider Children's Medical Center of Israel, Israel. , (Samra Z.) Department of Microbiology, Rabin Medical Center, Beillinson Campus, Petah Tikva, Israel. , (Dotan M., miridotan@gmail.com; Ashkenazi-Hoffnung L., kontsy@gmail.com; Samra Z.; Livni G.; Yarden-Bilavsky H.; Amir J.; Bilavsky E.) Tel Aviv University, Ramat Aviv, Israel."
852,"Absence of human rhinovirus and respiratory syncytial virus from bronchoalveolar lavage and bronchial biopsies of selected patients with stable chronic obstructive pulmonary disease Previous studies have reported very different rates of human rhinovirus (HRV) and respiratory syncytial virus (RSV) genome detection in nasal and sputum samples, but not in bronchoalveolar lavage (BAL) and bronchial biopsy samples. Our study aimed to investigate the presence of HRV and RSV in the lungs of 31 consecutive patients with stable COPD (11 GOLD stage I, 11 II, and 9 III) and 22 control subjects (12 current or past smokers, and 10 non-smokers), who underwent diagnostic (e.g., lung cancer) and/or therapeutic (e.g., hemoptysis) fibreoptic bronchoscopy in a university hospital in Athens, Greece. Viral RNA of HRV and RSV were not detected in any of the samples of COPD patients or control subjects after being processed with real-time PCR. (Giannakaki S., stelagiannakaki@hotmail.com; Antonogiannaki E.M., kantonogiannaki@gmail.com; Filaditaki V., filaditaki@yahoo.com; Karagiannidis N., nap@karagianidis.gr) 2nd Respiratory Medicine Department, Sismanogleio-A.Fleming General Hospital, Athens, Greece. , (Politi L., lpoliti@med.uoa.gr; Spanakis N., nspan@med.uoa.gr; Arsenis G., georgearsenis@yahoo.com; Tsakris A., atsakris@med.uoa.gr) Department of Microbiology, Medical School, University of Athens, Athens, Greece. , (Zakynthinos S., szakynthinos@yahoo.com) 1st Department of Critical Care and Pulmonary Services, Evangelismos Hospital, Medical School, University of Athens, Athens, Greece."
853,"Management of infections caused by respiratory syncytial virus This is a consensus document compiled by the Medical Products Agency in Sweden and the Swedish Reference Group for Antiviral Therapy on management of respiratory syncytial virus (RSV) infections. Prophylaxis against RSV infections using palivizumab, a commercially available humanized monoclonal IgG(I) antibody preparation, is recommended for children < 2 y of age with chronic respiratory diseases requiring continuous treatment (oxygen and/or inhalations and/or steroids) during the previous 6 months and children < 6 months old who were born before gestational week 26. Ribavirin inhalation treatment may be considered in high-risk infants with clinical symptoms indicating a serious course of an RSV infection. Treatment with ribavirin in combination with intravenous polyclonal immunoglobulin should be considered in patients who have received an allogenic stem cell transplantation or organ transplantation with > 1 episode of rejection treatment and who have mild or moderate RSV pneumonia. Evidence-based documentation for treatment of other groups of patients is lacking. (Ahlqvist Rastad A.; Andersson J.; Beermann B.; Bohlin A.-B.; Brandt C.; Eriksson M.; Ewald U.; Gothberg S.; Lind A.; Lindroth M.; Ljungman P.; Naver L.; Norrby S.R.) Swedish Inst. Infec. Dis. Ctrl., SE-171 82 Solna, Sweden."
854,"Respiratory syncytial virus infections in hospitalized children in Akershus INTRODUCTION: The study describes hospitalisations for RSV infections among children < 15 years. MATERIAL AND METHODS: The study is a population-based retrospective analysis of admission data from February 1993 through January 2000 of children who tested positive for RSV in nasopharyngeal aspirates. RESULTS: 1,002 cases were identified of which 69.5% were < 1 year old children. Estimated annual incidence of RSV infection requiring hospitalisation was 2.1/1,000 Children < 15 years, 24.9/1,000 infants < 1 year, and 28.4/1,000 infants < 6 months old. Males were more likely to be hospitalised than females. The overall mortality was 0.5%. Premature infants with birthweight < or = 1,000 g had the highest hospitalisation rates, the longest hospital stay and most complications. However, surprisingly many complications occurred among previously healthy infants. INTERPRETATION: Recommendations for RSV prophylaxis among preterm infants should be investigated in a larger study. Development of an RSV vaccine should be a priority. (Fjaerli H.O.; Farstad T.; Tjade T.) Barneavdelingen, Sentralsykehuset i Akershus, Nordbyhagen."
855,"Influenza, respiratory syncytial virus and SARS Acute lower respiratory tract infections (LRTIs) are a major worldwide health problem, particularly in childhood. About 30-50% of acute LRTIs are viral in origin; of these, influenza and respiratory syncytial virus are associated with the greatest disease burden in humans. Many different influenza A viruses occur naturally in animal reservoirs, and present a constant threat of zoonotic infections and global pandemics. The pandemic (H1N1) influenza virus that emerged in humans in 2009 contained a unique combination of genes originating in swine and the global human population was highly susceptible to the novel strain. The emergence of the severe acute respiratory syndrome coronavirus in 2003, and the ensuing worldwide epidemic, highlights the fact that respiratory viral infections in humans may originate in animals. Preventative measures for influenza include annual vaccination and treatment with antiviral drugs such as the neuraminidase inhibitors oseltamivir and zanamivir. Subtype-dependent resistance to antivirals can develop and should be closely monitored.  2009. (Thompson C.; Zambon M.) Health Protection Agency Centre for Infections, London, United Kingdom. , (Thompson C.; Zambon M.)"
856,"T cell responses are elicited against Respiratory Syncytial Virus in the absence of signalling through TLRs, RLRs and IL-1R/IL-18R Pattern recognition receptors (PRRs) and cytokine receptors are key players in the initiation of immune responses to infection. PRRs detecting viral RNA, such as toll like receptor (TLR)-3, -7/8, and RIG-I like receptors (RLRs; RIG-I and MDA-5), as well as cytokine receptors such as interleukin 1 receptor (IL-1R), have been implicated in responses to RNA viruses that infect the airways. The latter includes respiratory syncytial virus (RSV), a human pathogen that can cause severe lower respiratory tract infections, especially in infants. To evaluate the collective contribution of PRRs and IL-1R signalling to RSV immunity, we generated Myd88/Trif/Mavs(-/-) mice that are deficient in signalling by all TLRs, RLRs and IL-1R, as well as other cytokine receptors such as IL-18 receptor. Early production of pro-inflammatory mediators and lung infiltration by immune cells were completely abrogated in infected Myd88/Trif/Mavs(-/-) mice. However, RSV-specific CD8(+) T cells were elicited and recruited into the lungs and airways. Consistent with these findings, Myd88/Trif/Mavs(-/-) mice survived RSV infection but displayed higher viral load and weight loss. These data highlight an unappreciated level of redundancy in pathways that couple innate virus sensing to adaptive immunity, providing the host with remarkable resilience to infection. (Goritzka M.; Pereira C.; Makris S.; Durant L.R.; Johansson C.) Centre for Respiratory Infections, Respiratory Infections Section, St Mary's campus, National Heart and Lung Institute, Faculty of Medicine, Imperial College London, London, W2 1PG, UK"
857,"Respiratory syncytial virus infection and recurrent wheezing: what next? Recent literature has provided evidence of a link between early RSV infection and chronic respiratory morbidity (recurrent wheezing, reactive airway disease and asthma). The mechanism of this association is not well understood but both genetic and environmental factors are involved. The classical studies from Sweden, Tucson and Finland are briefly summarized. Moreover new data concerning a recent multi-center international study on this topic are presented. The study, which enrolled 191 preterm infants (<or=35 wGA) who had received pelivizumab before 6 months of age and 230 who had never received pelivizumab, suggests that prevention of respiratory syncytial virus (RSV) lower respiratory tract infections (LRTIs) with pelivizumab may reduce subsequent recurrent wheezing in premature infants. The INDEX study, a prospective study, will provide a useful contribution to the definition of epidemiological data on respiratory infection in preterm infants in Italy. Additional research is required to more fully understand the mechanism by which RSV leads to wheezing. (Puddu M.; Fanos V.) Terapia Intensiva Neonatale, Puericultura e Nido, Universita degli Studi di Cagliari, Italy."
858,"Respiratory syncytial infection  the current state of the problem The review shows the main current data concerning the etiology, epidemiology, pathogenesis, features of the clinical picture, diagnosis, treatment and prevention of respiratory syncytial virus (RSV). We studied the influence of respiratory syncytial virus (RSV) on the severity of the disease depending on age, concomitant pathology, genetic factors. Over the past decades, manifest forms of infection have become more frequent in the elderly, especially with weakened immunity with the development of severe forms of the disease with damage to the lower respiratory tract. During the systematization, the importance of epidemiological surveillance for RSV was determined. Data on the incidence of RSV on the territory of the subjects of Russian Federation with a high degree of probability cannot reflect the true picture, due to the lack of alertness of primary care doctors and specialists providing medical care in the inpatient departments. This is accompanied by the complexity of diagnostics and laboratory differential diagnosis with other respiratory infections. The problem is aggravated due to the lack of effective etiotropic therapy, as well as the availability of only passive immunization for children under two years of age from the means of specific prevention. Thus, these aspects raise a number of important issues for epidemiological and medical-preventive services. (Pshenichnaya N.Yu.; Gopatsa G.V.) Central Research Institute of Epidemiology of the Federal Service for Surveillance on Consumer Rights Protection and Human Wellbeing, Moscow, Russian Federation. , (Pshenichnaya N.Yu.; Skliar L.F.; Solovva N.P.; Ushakova A.U.) M.V.Vladimirsky Moscow Regional Research Clinical Institute, Moscow, Russian Federation. , (Popov A.F.) Far Eastern Federal University, Vladivostok, Russian Federation."
859,"The Use of Death Certificate Data to Characterize Mortality Associated With Respiratory Syncytial Virus, Unspecified Bronchiolitis, and Influenza in the United States, 1999-2018 Background: Death certificate data can improve our understanding of the mortality burden associated with respiratory syncytial virus (RSV) and influenza. Methods: We used International Classification of Diseases, Tenth Revision codes listed on death certificates to characterize deaths from 1999 to 2018 as RSV, influenza, and unspecified bronchiolitis. We described the distribution of each cause of death by age, sex, race/ethnicity, place of death, and contributing causes of death. Results: Over the 20-year study period, RSV, bronchiolitis, and influenza were listed as the underlying causes of death on 932, 1046, and 52 293 death certificates, respectively. Children <1 year of age accounted for 39% of RSV and bronchiolitis deaths, while 72% of influenza deaths were in adults 65 years. Children <1 year were more likely to die outside of the hospital from RSV, bronchiolitis, or influenza compared to all causes (P <. 01), and black infants had the highest mortality rate for all 3 causes. Most infants dying from RSV did not have a high-risk condition listed on the death certificate. Death certificates captured 20%-60% of estimated excess RSV-attributable mortality in infants and <1% in seniors. Conclusions: Thorough reporting on death certificates is an important public health goal, especially as new therapeutics become available. Infants had higher odds of dying out of hospital from respiratory pathogens compared to other causes, and race/ethnicity alone did not explain this disparity. (Hansen C.L., chelsea.hansen@nih.gov; Viboud C.) Division of International Epidemiology and Population Studies, Fogarty International Center, National Institutes of Health, Bethesda, MD, United States. , (Hansen C.L., chelsea.hansen@nih.gov) Brotman Baty Institute for Precision Medicine, University of Washington School of Medicine, Seattle, WA, United States. , (Chaves S.S.) Department of Modeling, Epidemiology and Data Science, Sanofi, Lyon, France. , (Chaves S.S.) Foundation for Influenza Epidemiology, Fondation de France, Paris, France."
860,"Humidified high-flow nasal cannula oxygen in bronchiolitis reduces need for invasive ventilation but not intensive care admission Aim: To describe the changes to paediatric intensive care unit (PICU) admission patterns and ventilation requirements for children with bronchiolitis following the introduction of humidified high-flow nasal cannula oxygen outside the PICU. Methods: Retrospective study comparing patients <24 months of age with a discharge diagnosis of bronchiolitis admitted to the PICU. A comparison was made between those before humidified high-flow nasal cannula oxygen use (year 2008) to those immediately following the introduction of humidified high-flow nasal cannula oxygen use (year 2011) and those following further consolidation of humidified high-flow nasal cannula oxygen use outside the PICU (year 2013). Results: Humidified high-flow nasal cannula oxygen use up to 1 L/kg/min in the hospital did not reduce PICU admission. Intubation rates were reduced from 22.2% in 2008 to 7.8% in 2013. There was a non-significant trend towards decreased length of stay in the PICU while hospital length of stay showed a significant decrease following the introduction of humidified high-flow nasal cannula oxygen. Age <6 months and respiratory syncytial virus bronchiolitis were associated with an increased chance of failing humidified high-flow nasal cannula oxygen therapy. Conclusion: Humidified high-flow nasal cannula oxygen utilised outside of the PICU in our institution for children with bronchiolitis did not reduce admission rates or length of stay to the PICU but was associated with a decreasing need for invasive ventilation and reduced hospital length of stay. (Goh C.T., chongtien.goh@health.nsw.gov.au; Kirby L.J.; Schell D.N.; Egan J.R.) Paediatric Intensive Care Unit, The Children's Hospital at Westmead, Sydney, NSW, Australia."
861,"Research Progress in Membrane Fusion of the Respiratory Syncytial Virus The respiratory syncytial virus (RSV) is one of the most common causes of acute infection of the lower respiratory tract among children. For viruses in the Paramyxoviridae subfamily, membrane fusion requires a specific interaction between two glycoproteins: the fusion protein and attachment protein. Membrane fusion of the RSV appears to be unique among paramyxoviruses in that fusion is accomplished by the fusion protein alone without help from the attachment protein. Here, we review recent achievements and advances in the study of membrane fusion triggered by the RSV published in high-impact-factor journals. We also review and make a comparative analysis of the popular hypotheses regarding membrane fusion of the RSV. Finally, we discuss the ""hot topics"" in current research and controversial data published in recent years in the hope of providing references for Chinese researchers. (Liu X.; Wei Y.)"
862,"Respiratory syncytial virus hospitalization and incurred morbidities the season after prophylaxis Objectives: The primary objective of this study was to determine the incidence and incurred morbidities of Respiratory syncytial virus (RSV)-related hospitalization (RSVH), the season following completion of prophylaxis. Methods: A retrospective study was conducted of all infants enrolled in a prophylaxis clinic in one institution during the 2009 to 2014 RSV seasons. RSV infection was identified by Diseases codes and confirmed by RSV-positivity. Data were classified into five groups based on indications for prophylaxis. The incidence of RSVH was calculated. For each subgroup, differences in characteristics between children with and without RSVH were analyzed by independent t test or chi-square test. Results: During five RSV seasons, 827 infants were enrolled. RSVH incidence the season following prophylaxis was 2.1% (n=17/827). Children with chronic lung disease (CLD) had the highest RSVH incidence (7.7%; n=4/52) followed by preterms 33 to 35 weeks gestation (2.5%; n=4/162), those with complex medical disorders (2.2%; n=3/135), those with congenital heart disease (1.5%; n=1/66) and preterms less than or equal to 32 weeks gestation (1.2%; n=5/412). There was no statistically significant association between indications for prophylaxis and RSVH (Fisher exact test, P=0.060). The odds of RSVH were 4.9 times greater (odds ratio [OR]=4.9; 95% CI: 1.53, 15.55; P=0.007) in CLD compared to those without CLD. The median length of RSVH stay was 4 days; 58.8% (n=10/17) required oxygen (median 1 day); 29.4% (n=5/17) required intensive care. Conclusions: Infants with CLD are at highest risk for RSVH in the season postprophylaxis and may merit palivizumab for more than two seasons dependent on disease severity. However, larger prospective studies are necessary to confirm the findings before embarking on a strategy of providing prophylaxis for a third RSV season. (Butt M.L.) School of Nursing, McMaster University, Hamilton, ON, Canada. , (Butt M.L.; Paes B.A., paes@mcmaster.ca) Department of Pediatrics (HSC - 3A), McMaster University, 1280 Main Street West, Hamilton, ON, Canada. , (Elliott L.) Department of Paediatrics, McMaster Children's Hospital, Hamilton, ON, Canada."
